domain,policy,stance,statement,prompt,label
Gender,Restricting or regulating gender-affirming medical care for adults,strongly object,This is a deeply misguided policy that must be stopped.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: This is a deeply misguided policy that must be stopped. I ",-1.0
Gender,Restricting or regulating gender-affirming medical care for adults,strongly object,I am firmly against this policy in any form.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: I am firmly against this policy in any form. I ",-1.0
Gender,Restricting or regulating gender-affirming medical care for adults,strongly object,This policy represents a major step in the wrong direction.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: This policy represents a major step in the wrong direction. I ",-1.0
Gender,Restricting or regulating gender-affirming medical care for adults,strongly object,I cannot support this policy under any circumstances.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: I cannot support this policy under any circumstances. I ",-1.0
Gender,Restricting or regulating gender-affirming medical care for adults,strongly object,This proposal is unacceptable and should be abandoned.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: This proposal is unacceptable and should be abandoned. I ",-1.0
Gender,Restricting or regulating gender-affirming medical care for adults,strongly object,I strongly object to this policy and will work to block it.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: I strongly object to this policy and will work to block it. I ",-1.0
Gender,Restricting or regulating gender-affirming medical care for adults,strongly object,"This policy would do more harm than good, and I strongly oppose it.","USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: This policy would do more harm than good, and I strongly oppose it. I ",-1.0
Gender,Restricting or regulating gender-affirming medical care for adults,object,I oppose this policy and do not believe it is the right approach.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: I oppose this policy and do not believe it is the right approach. I ",-0.5
Gender,Restricting or regulating gender-affirming medical care for adults,object,I have serious concerns about this policy and cannot support it.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: I have serious concerns about this policy and cannot support it. I ",-0.5
Gender,Restricting or regulating gender-affirming medical care for adults,object,This policy misses the mark and should not move forward.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: This policy misses the mark and should not move forward. I ",-0.5
Gender,Restricting or regulating gender-affirming medical care for adults,object,I’m not in favor of this policy as currently proposed.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: I’m not in favor of this policy as currently proposed. I ",-0.5
Gender,Restricting or regulating gender-affirming medical care for adults,object,I object to this policy and think better alternatives exist.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: I object to this policy and think better alternatives exist. I ",-0.5
Gender,Restricting or regulating gender-affirming medical care for adults,object,This policy raises too many problems for me to support it.,"USER: Generate a statement about the following policy: Restricting or regulating gender-affirming medical care for adults
ASSISTANT: This policy raises too many problems for me to support it. I ",-0.5
